Time (Days) ,Brightness (solar luminosities) ,Brightness uncertainty (solar luminosities)
 8953.70145 ,                    10.92913331 ,1.3E-4
 8953.72696 ,                    10.92907224 ,1.3E-4
 8953.75247 ,                    10.92901606 ,1.2E-4
 8953.77797 ,                    10.92905692 ,1.3E-4
 8953.80348 ,                    10.92918348 ,1.2E-4
 8953.82899 ,                    10.92891427 ,1.2E-4
 8953.85449 ,                    10.92892623 ,1.3E-4
 8953.88000 ,                    10.92893624 ,1.3E-4
 8953.90551 ,                    10.92891224 ,1.4E-4
 8953.93101 ,                    10.92892377 ,1.4E-4
 8953.95652 ,                    10.92916896 ,1.3E-4
 8953.98203 ,                    10.92907798 ,1.2E-4
 8954.00753 ,                    10.92908286 ,1.3E-4
 8954.03304 ,                    10.92919929 ,1.4E-4
 8954.05855 ,                    10.92907439 ,1.4E-4
 8954.08405 ,                    10.92931835 ,1.3E-4
 8954.10956 ,                    10.92916208 ,1.3E-4
 8954.13507 ,                    10.92907879 ,1.4E-4
 8954.16058 ,                    10.92920265 ,1.4E-4
 8954.18608 ,                    10.92919155 ,1.2E-4
 8954.21159 ,                    10.92911868 ,1.3E-4
 8954.23710 ,                    10.92906631 ,1.2E-4
 8954.26260 ,                    10.92912248 ,1.2E-4
 8954.28811 ,                    10.92916273 ,1.2E-4
 8954.31362 ,                    10.92914564 ,1.3E-4
 8954.33912 ,                    10.92921954 ,1.4E-4
 8954.36463 ,                    10.92921795 ,1.4E-4
 8954.39014 ,                    10.92912930 ,1.2E-4
 8954.41564 ,                    10.92912756 ,1.3E-4
 8954.44115 ,                    10.92902809 ,1.4E-4
 8954.46666 ,                    10.92893739 ,1.3E-4
 8954.49216 ,                    10.92917761 ,1.3E-4
 8954.51767 ,                    10.92904440 ,1.2E-4
 8954.54318 ,                    10.92895808 ,1.3E-4
 8954.56868 ,                    10.92902120 ,1.4E-4
 8954.59419 ,                    10.92930799 ,1.2E-4
 8954.61970 ,                    10.92922225 ,1.3E-4
 8954.64520 ,                    10.92937786 ,1.3E-4
 8954.67071 ,                    10.92920761 ,1.3E-4
 8954.69622 ,                    10.92915002 ,1.2E-4
 8954.72172 ,                    10.92903723 ,1.4E-4
 8954.74723 ,                    10.92923697 ,1.2E-4
 8954.77274 ,                    10.92919735 ,1.2E-4
 8954.79824 ,                    10.92916731 ,1.4E-4
 8954.82375 ,                    10.92921261 ,1.3E-4
 8954.84926 ,                    10.92911992 ,1.3E-4
 8954.87476 ,                    10.92903926 ,1.3E-4
 8954.90027 ,                    10.92905116 ,1.3E-4
 8954.92578 ,                    10.92933431 ,1.2E-4
 8954.95128 ,                    10.92924430 ,1.2E-4
 8954.97679 ,                    10.92922182 ,1.4E-4
 8955.00230 ,                    10.92891086 ,1.2E-4
 8955.02780 ,                    10.92898027 ,1.2E-4
 8955.05331 ,                    10.92922411 ,1.4E-4
 8955.07882 ,                    10.92909134 ,1.4E-4
 8955.10432 ,                    10.92924138 ,1.2E-4
 8955.12983 ,                    10.92898781 ,1.2E-4
 8955.15534 ,                    10.92943522 ,1.3E-4
 8955.18084 ,                    10.92898042 ,1.3E-4
 8955.20635 ,                    10.92929474 ,1.3E-4
 8955.23186 ,                    10.92899531 ,1.4E-4
 8955.25736 ,                    10.92914434 ,1.3E-4
 8955.28287 ,                    10.92911813 ,1.4E-4
 8955.30838 ,                    10.92917735 ,1.4E-4
 8955.33388 ,                    10.92910532 ,1.2E-4
 8955.35939 ,                    10.92924024 ,1.2E-4
 8955.38490 ,                    10.92932977 ,1.2E-4
 8955.41040 ,                    10.92879142 ,1.4E-4
 8955.43591 ,                    10.92916376 ,1.2E-4
 8955.46142 ,                    10.92918322 ,1.2E-4
 8955.48692 ,                    10.92917016 ,1.4E-4
 8955.51243 ,                    10.92915231 ,1.4E-4
 8955.53794 ,                    10.92875868 ,1.2E-4
 8955.56344 ,                    10.92917388 ,1.4E-4
 8955.58895 ,                    10.92895381 ,1.4E-4
 8955.61446 ,                    10.92920595 ,1.4E-4
 8955.63997 ,                    10.92923045 ,1.4E-4
 8955.66547 ,                    10.92918189 ,1.4E-4
 8955.69098 ,                    10.92895622 ,1.2E-4
 8955.71649 ,                    10.92898429 ,1.3E-4
 8955.74199 ,                    10.92895639 ,1.3E-4
 8955.76750 ,                    10.92909972 ,1.4E-4
 8955.79301 ,                    10.92922487 ,1.3E-4
 8999.42200 ,                    10.92932288 ,1.3E-4
 9207.83277 ,                    10.92893080 ,1.3E-4
 9207.88400 ,                    10.92912992 ,1.4E-4
 9207.93523 ,                    10.92901544 ,1.4E-4
 9207.98646 ,                    10.92919469 ,1.3E-4
 9208.03769 ,                    10.92884886 ,1.3E-4
 9208.08891 ,                    10.92898576 ,1.3E-4
 9208.14014 ,                    10.92906171 ,1.3E-4
 9208.19137 ,                    10.92918807 ,1.3E-4
 9208.24260 ,                    10.92898369 ,1.2E-4
 9208.29383 ,                    10.92913520 ,1.2E-4
 9208.34506 ,                    10.92908578 ,1.4E-4
 9208.39629 ,                    10.92908448 ,1.3E-4
 9208.44752 ,                    10.92921736 ,1.4E-4
 9208.49874 ,                    10.92916190 ,1.4E-4
 9208.54997 ,                    10.92893642 ,1.4E-4
 9208.60120 ,                    10.92897306 ,1.2E-4
 9208.65243 ,                    10.92899733 ,1.2E-4
 9208.70366 ,                    10.92922653 ,1.4E-4
 9208.75489 ,                    10.92920638 ,1.3E-4
 9208.80612 ,                    10.92903355 ,1.2E-4
 9208.85734 ,                    10.92896229 ,1.4E-4
 9208.90857 ,                    10.92911951 ,1.2E-4
 9208.95980 ,                    10.92890760 ,1.2E-4
 9209.01103 ,                    10.92918194 ,1.4E-4
 9209.06226 ,                    10.92932151 ,1.4E-4
 9209.11349 ,                    10.92901834 ,1.4E-4
 9209.16472 ,                    10.92898855 ,1.3E-4
 9209.21595 ,                    10.92910242 ,1.2E-4
 9209.26717 ,                    10.92889092 ,1.2E-4
 9209.31840 ,                    10.92910998 ,1.3E-4
 9209.36963 ,                    10.92900116 ,1.4E-4
 9209.42086 ,                    10.92906257 ,1.4E-4
 9209.47209 ,                    10.92935249 ,1.2E-4
 9209.52332 ,                    10.92905628 ,1.3E-4
 9209.57455 ,                    10.92902978 ,1.4E-4
 9209.62577 ,                    10.92911573 ,1.5E-4
 9209.67700 ,                    10.92930038 ,1.4E-4
 9209.72823 ,                    10.92903658 ,1.2E-4
 9209.77946 ,                    10.92904439 ,1.2E-4
 9209.83069 ,                    10.92905037 ,1.4E-4
 9209.88192 ,                    10.92922544 ,1.3E-4
 9209.93315 ,                    10.92914695 ,1.3E-4
 9209.98438 ,                    10.92917887 ,1.3E-4
 9210.03560 ,                    10.92921556 ,1.3E-4
 9210.08683 ,                    10.92903471 ,1.3E-4
 9210.13806 ,                    10.92917197 ,1.4E-4
 9210.18929 ,                    10.92915896 ,1.2E-4
 9210.24052 ,                    10.92901840 ,1.2E-4
 9210.29175 ,                    10.92920892 ,1.3E-4
 9210.34298 ,                    10.92916671 ,1.3E-4
 9210.39421 ,                    10.92908600 ,1.2E-4
 9210.44543 ,                    10.92913057 ,1.2E-4
 9210.49666 ,                    10.92909995 ,1.4E-4
 9210.54789 ,                    10.92900308 ,1.3E-4
 9210.59912 ,                    10.92901433 ,1.4E-4
 9210.65035 ,                    10.92914249 ,1.4E-4
 9210.70158 ,                    10.92903072 ,1.4E-4
 9210.75281 ,                    10.92910373 ,1.4E-4
 9210.80403 ,                    10.92915247 ,1.4E-4
 9210.85526 ,                    10.92912356 ,1.4E-4
 9210.90649 ,                    10.92928304 ,1.2E-4
 9210.95772 ,                    10.92917108 ,1.2E-4
 9211.00895 ,                    10.92913482 ,1.2E-4
 9211.06018 ,                    10.92935367 ,1.4E-4
 9211.11141 ,                    10.92911161 ,1.2E-4
 9211.16264 ,                    10.92922456 ,1.4E-4
 9211.21386 ,                    10.92889777 ,1.4E-4
 9211.26509 ,                    10.92916612 ,1.2E-4
 9211.31632 ,                    10.92902310 ,1.2E-4
 9211.36755 ,                    10.92906193 ,1.3E-4
 9211.41878 ,                    10.92921676 ,1.3E-4
 9211.47001 ,                    10.92918697 ,1.2E-4
 9211.52124 ,                    10.92916195 ,1.2E-4
 9211.57247 ,                    10.92913552 ,1.3E-4
 9211.62369 ,                    10.92902852 ,1.4E-4
 9211.67492 ,                    10.92921354 ,1.3E-4
 9211.72615 ,                    10.92945836 ,1.3E-4
 9211.77738 ,                    10.92912693 ,1.4E-4
 9211.82861 ,                    10.92897635 ,1.4E-4
 9211.87984 ,                    10.92915100 ,1.4E-4
 9224.40755 ,                    10.92907933 ,1.4E-4
 9449.39310 ,                    10.92920787 ,1.4E-4
 9674.37865 ,                    10.92890101 ,1.3E-4
 9899.36420 ,                    10.92922824 ,1.4E-4
10124.34975 ,                    10.92804693 ,1.4E-4
10349.33530 ,                    10.92905229 ,1.3E-4
10574.32085 ,                    10.92908618 ,1.2E-4
10799.30640 ,                    10.92919415 ,1.2E-4
11024.29195 ,                    10.93014452 ,1.4E-4
11249.27750 ,                    10.92892131 ,1.4E-4
11345.44889 ,                    10.92916678 ,1.3E-4
11345.47439 ,                    10.92920623 ,1.4E-4
11345.49990 ,                    10.92930172 ,1.4E-4
11345.52541 ,                    10.92913381 ,1.4E-4
11345.55091 ,                    10.92904960 ,1.3E-4
11345.57642 ,                    10.92916327 ,1.4E-4
11345.60193 ,                    10.92923482 ,1.2E-4
11345.62743 ,                    10.92908394 ,1.3E-4
11345.65294 ,                    10.92933682 ,1.2E-4
11345.67845 ,                    10.92896205 ,1.3E-4
11345.70395 ,                    10.92895310 ,1.3E-4
11345.72946 ,                    10.92921716 ,1.4E-4
11345.75497 ,                    10.92928743 ,1.5E-4
11345.78047 ,                    10.92921921 ,1.2E-4
11345.80598 ,                    10.92927912 ,1.3E-4
11345.83149 ,                    10.92913482 ,1.4E-4
11345.85700 ,                    10.92902189 ,1.3E-4
11345.88250 ,                    10.92904740 ,1.3E-4
11345.90801 ,                    10.92913656 ,1.4E-4
11345.93352 ,                    10.92915675 ,1.2E-4
11345.95902 ,                    10.92923110 ,1.3E-4
11345.98453 ,                    10.92908423 ,1.3E-4
11346.01004 ,                    10.92892212 ,1.3E-4
11346.03554 ,                    10.92917150 ,1.3E-4
11346.06105 ,                    10.92905991 ,1.3E-4
11346.08656 ,                    10.92911111 ,1.3E-4
11346.11206 ,                    10.92900708 ,1.4E-4
11346.13757 ,                    10.92920912 ,1.3E-4
11346.16308 ,                    10.92913593 ,1.2E-4
11346.18858 ,                    10.92891843 ,1.2E-4
11346.21409 ,                    10.92912078 ,1.3E-4
11346.23960 ,                    10.92923766 ,1.3E-4
11346.26510 ,                    10.92897766 ,1.3E-4
11346.29061 ,                    10.92907814 ,1.2E-4
11346.31612 ,                    10.92897904 ,1.4E-4
11346.34162 ,                    10.92907823 ,1.4E-4
11346.36713 ,                    10.92920874 ,1.4E-4
11346.39264 ,                    10.92903463 ,1.4E-4
11346.41814 ,                    10.92924615 ,1.3E-4
11346.44365 ,                    10.92916539 ,1.3E-4
11346.46916 ,                    10.92907037 ,1.3E-4
11346.49466 ,                    10.92927394 ,1.3E-4
11346.52017 ,                    10.92917927 ,1.4E-4
11346.54568 ,                    10.92912103 ,1.2E-4
11346.57118 ,                    10.92914925 ,1.2E-4
11346.59669 ,                    10.92902272 ,1.3E-4
11346.62220 ,                    10.92926823 ,1.4E-4
11346.64770 ,                    10.92916563 ,1.4E-4
11346.67321 ,                    10.92911431 ,1.4E-4
11346.69872 ,                    10.92889443 ,1.3E-4
11346.72422 ,                    10.92920700 ,1.4E-4
11346.74973 ,                    10.92907655 ,1.3E-4
11346.77524 ,                    10.92888737 ,1.3E-4
11346.80074 ,                    10.92910400 ,1.3E-4
11346.82625 ,                    10.92914262 ,1.2E-4
11346.85176 ,                    10.92912480 ,1.3E-4
11346.87726 ,                    10.92918225 ,1.2E-4
11346.90277 ,                    10.92919746 ,1.3E-4
11346.92828 ,                    10.92909605 ,1.3E-4
11346.95378 ,                    10.92925615 ,1.3E-4
11346.97929 ,                    10.92895487 ,1.2E-4
11347.00480 ,                    10.92907102 ,1.2E-4
11347.03030 ,                    10.92921335 ,1.2E-4
11347.05581 ,                    10.92935080 ,1.4E-4
11347.08132 ,                    10.92912237 ,1.2E-4
11347.10682 ,                    10.92896937 ,1.2E-4
11347.13233 ,                    10.92913661 ,1.2E-4
11347.15784 ,                    10.92910098 ,1.3E-4
11347.18334 ,                    10.92921496 ,1.4E-4
11347.20885 ,                    10.92902780 ,1.2E-4
11347.23436 ,                    10.92933348 ,1.4E-4
11347.25986 ,                    10.92915437 ,1.3E-4
11347.28537 ,                    10.92923718 ,1.2E-4
11347.31088 ,                    10.92912018 ,1.4E-4
11347.33639 ,                    10.92902316 ,1.3E-4
11347.36189 ,                    10.92901554 ,1.3E-4
11347.38740 ,                    10.92914100 ,1.2E-4
11347.41291 ,                    10.92914999 ,1.3E-4
11347.43841 ,                    10.92936143 ,1.4E-4
11347.46392 ,                    10.92899069 ,1.3E-4
11347.48943 ,                    10.92921864 ,1.4E-4
11347.51493 ,                    10.92933019 ,1.4E-4
11347.54044 ,                    10.92890497 ,1.2E-4
11347.56595 ,                    10.92919954 ,1.4E-4
11347.59145 ,                    10.92912576 ,1.4E-4
11347.61696 ,                    10.92910615 ,1.2E-4
11347.64247 ,                    10.92910648 ,1.4E-4
11347.66797 ,                    10.92919065 ,1.2E-4
11347.69348 ,                    10.92928729 ,1.4E-4
11347.71899 ,                    10.92916763 ,1.4E-4
11347.74449 ,                    10.92914702 ,1.3E-4
11347.77000 ,                    10.92914521 ,1.3E-4
11347.79551 ,                    10.92917652 ,1.2E-4
11347.82101 ,                    10.92901162 ,1.3E-4
11347.84652 ,                    10.92894060 ,1.3E-4
11347.87203 ,                    10.92918560 ,1.3E-4
11347.89753 ,                    10.92913204 ,1.4E-4
11347.92304 ,                    10.92917409 ,1.2E-4
11347.94855 ,                    10.92898280 ,1.2E-4
11347.97405 ,                    10.92920157 ,1.4E-4
11347.99956 ,                    10.92924367 ,1.3E-4
11348.02507 ,                    10.92926011 ,1.2E-4
11348.05057 ,                    10.92892222 ,1.2E-4
11348.07608 ,                    10.92916666 ,1.4E-4
11348.10159 ,                    10.92922708 ,1.2E-4
11348.12709 ,                    10.92935098 ,1.3E-4
11348.15260 ,                    10.92906993 ,1.3E-4
11348.17811 ,                    10.92934899 ,1.4E-4
11348.20361 ,                    10.92891657 ,1.4E-4
11348.22912 ,                    10.92919381 ,1.4E-4
11348.25463 ,                    10.92914994 ,1.3E-4
11348.28013 ,                    10.92898983 ,1.3E-4
11348.30564 ,                    10.92927489 ,1.2E-4
11348.33115 ,                    10.92932904 ,1.2E-4
11348.35665 ,                    10.92937640 ,1.4E-4
11348.38216 ,                    10.92909373 ,1.4E-4
11348.40767 ,                    10.92912437 ,1.2E-4
11348.43317 ,                    10.92929444 ,1.2E-4
11348.45868 ,                    10.92932960 ,1.2E-4
11348.48419 ,                    10.92930219 ,1.3E-4
11474.26305 ,                    10.92902804 ,1.3E-4
11699.24860 ,                    10.92909753 ,1.3E-4
11924.23415 ,                    10.92887042 ,1.2E-4
12149.21970 ,                    10.92904570 ,1.2E-4
12278.43299 ,                    10.92903162 ,1.2E-4
12278.48422 ,                    10.92925164 ,1.4E-4
12278.53545 ,                    10.92908246 ,1.4E-4
12278.58668 ,                    10.92913339 ,1.3E-4
12278.63790 ,                    10.92912150 ,1.3E-4
12278.68913 ,                    10.92913170 ,1.4E-4
12278.74036 ,                    10.92932833 ,1.3E-4
12278.79159 ,                    10.92924376 ,1.3E-4
12278.84282 ,                    10.92884246 ,1.4E-4
12278.89405 ,                    10.92911945 ,1.2E-4
12278.94528 ,                    10.92909809 ,1.2E-4
12278.99651 ,                    10.92896117 ,1.4E-4
12279.04773 ,                    10.92916179 ,1.4E-4
12279.09896 ,                    10.92905645 ,1.2E-4
12279.15019 ,                    10.92922204 ,1.2E-4
12279.20142 ,                    10.92903894 ,1.4E-4
12279.25265 ,                    10.92893307 ,1.3E-4
12279.30388 ,                    10.92895338 ,1.3E-4
12279.35511 ,                    10.92922493 ,1.2E-4
12279.40633 ,                    10.92913012 ,1.3E-4
12279.45756 ,                    10.92924628 ,1.2E-4
12279.50879 ,                    10.92898946 ,1.4E-4
12279.56002 ,                    10.92844322 ,1.2E-4
12279.61125 ,                    10.92364774 ,1.3E-4
12279.66248 ,                    10.92203750 ,1.2E-4
12279.71371 ,                    10.92106813 ,1.3E-4
12279.76494 ,                    10.92071079 ,1.2E-4
12279.81616 ,                    10.92015273 ,1.2E-4
12279.86739 ,                    10.91988363 ,1.4E-4
12279.91862 ,                    10.91952191 ,1.2E-4
12279.96985 ,                    10.91922652 ,1.2E-4
12280.02108 ,                    10.91894586 ,1.2E-4
12280.07231 ,                    10.91886306 ,1.4E-4
12280.12354 ,                    10.91852376 ,1.4E-4
12280.17477 ,                    10.91847130 ,1.3E-4
12280.22599 ,                    10.91841189 ,1.3E-4
12280.27722 ,                    10.91841754 ,1.2E-4
12280.32845 ,                    10.91813626 ,1.2E-4
12280.37968 ,                    10.91813541 ,1.4E-4
12280.43091 ,                    10.91816494 ,1.3E-4
12280.48214 ,                    10.91822881 ,1.3E-4
12280.53337 ,                    10.91809665 ,1.3E-4
12280.58459 ,                    10.91819724 ,1.4E-4
12280.63582 ,                    10.91824780 ,1.3E-4
12280.68705 ,                    10.91840314 ,1.3E-4
12280.73828 ,                    10.91832999 ,1.2E-4
12280.78951 ,                    10.91838568 ,1.3E-4
12280.84074 ,                    10.91890968 ,1.4E-4
12280.89197 ,                    10.91861465 ,1.4E-4
12280.94320 ,                    10.91910167 ,1.3E-4
12280.99442 ,                    10.91943050 ,1.3E-4
12281.04565 ,                    10.91999040 ,1.4E-4
12281.09688 ,                    10.92018077 ,1.2E-4
12281.14811 ,                    10.92049975 ,1.3E-4
12281.19934 ,                    10.92108854 ,1.3E-4
12281.25057 ,                    10.92180185 ,1.3E-4
12281.30180 ,                    10.92363066 ,1.2E-4
12281.35303 ,                    10.92848173 ,1.4E-4
12281.40425 ,                    10.92896469 ,1.5E-4
12281.45548 ,                    10.92892652 ,1.2E-4
12281.50671 ,                    10.92908635 ,1.3E-4
12281.55794 ,                    10.92894222 ,1.2E-4
12281.60917 ,                    10.92905080 ,1.3E-4
12281.66040 ,                    10.92909492 ,1.2E-4
12281.71163 ,                    10.92893778 ,1.4E-4
12281.76285 ,                    10.92894593 ,1.4E-4
12281.81408 ,                    10.92914641 ,1.4E-4
12281.86531 ,                    10.92902654 ,1.3E-4
12281.91654 ,                    10.92909602 ,1.3E-4
12281.96777 ,                    10.92900424 ,1.2E-4
12282.01900 ,                    10.92893923 ,1.2E-4
12282.07023 ,                    10.92893011 ,1.2E-4
12282.12146 ,                    10.92907584 ,1.4E-4
12282.17268 ,                    10.92890193 ,1.3E-4
12282.22391 ,                    10.92915935 ,1.3E-4
12282.27514 ,                    10.92910954 ,1.3E-4
12282.32637 ,                    10.92887707 ,1.2E-4
12282.37760 ,                    10.92891232 ,1.4E-4
12282.42883 ,                    10.92889735 ,1.3E-4
12282.48006 ,                    10.92904306 ,1.4E-4
12374.20525 ,                    10.92921153 ,1.2E-4
12599.19080 ,                    10.92921638 ,1.2E-4
12824.17635 ,                    10.92922486 ,1.2E-4
13049.16190 ,                    10.92893341 ,1.3E-4
13274.14745 ,                    10.92927946 ,1.4E-4
13499.13300 ,                    10.92917443 ,1.3E-4
13724.11855 ,                    10.92903497 ,1.4E-4
13949.10410 ,                    10.92910782 ,1.3E-4
14174.08965 ,                    10.92906512 ,1.2E-4
14399.07520 ,                    10.92903098 ,1.3E-4
14624.06075 ,                    10.92913321 ,1.2E-4
14849.04630 ,                    10.92920912 ,1.4E-4
15074.03185 ,                    10.92899576 ,1.3E-4
15299.01740 ,                    10.92905648 ,1.4E-4
15524.00295 ,                    10.92901698 ,1.4E-4
15667.01606 ,                    10.92907746 ,1.3E-4
15667.03672 ,                    10.92929428 ,1.2E-4
15667.05738 ,                    10.92915181 ,1.3E-4
15667.07804 ,                    10.92924854 ,1.4E-4
15667.09870 ,                    10.92911494 ,1.4E-4
15667.11936 ,                    10.92914509 ,1.2E-4
15667.14002 ,                    10.92929585 ,1.4E-4
15667.16068 ,                    10.92897031 ,1.2E-4
15667.18135 ,                    10.92920941 ,1.3E-4
15667.20201 ,                    10.92901197 ,1.3E-4
15667.22267 ,                    10.92912897 ,1.2E-4
15667.24333 ,                    10.92909925 ,1.3E-4
15667.26399 ,                    10.92901813 ,1.3E-4
15667.28465 ,                    10.92912549 ,1.3E-4
15667.30531 ,                    10.92914827 ,1.3E-4
15667.32597 ,                    10.92906249 ,1.4E-4
15667.34663 ,                    10.92922501 ,1.2E-4
15667.36730 ,                    10.92897648 ,1.2E-4
15667.38796 ,                    10.92900674 ,1.3E-4
15667.40862 ,                    10.92911434 ,1.2E-4
15667.42928 ,                    10.92938471 ,1.2E-4
15667.44994 ,                    10.92921814 ,1.4E-4
15667.47060 ,                    10.92934780 ,1.3E-4
15667.49126 ,                    10.92915680 ,1.2E-4
15667.51192 ,                    10.92911394 ,1.2E-4
15667.53258 ,                    10.92937923 ,1.4E-4
15667.55324 ,                    10.92908597 ,1.2E-4
15667.57391 ,                    10.92910739 ,1.3E-4
15667.59457 ,                    10.92916453 ,1.4E-4
15667.61523 ,                    10.92912068 ,1.3E-4
15667.63589 ,                    10.92907581 ,1.3E-4
15667.65655 ,                    10.92899852 ,1.2E-4
15667.67721 ,                    10.92910197 ,1.4E-4
15667.69787 ,                    10.92916831 ,1.2E-4
15667.71853 ,                    10.92923602 ,1.4E-4
15667.73919 ,                    10.92911073 ,1.3E-4
15667.75986 ,                    10.92910147 ,1.4E-4
15667.78052 ,                    10.92898123 ,1.2E-4
15667.80118 ,                    10.92913693 ,1.3E-4
15667.82184 ,                    10.92905566 ,1.4E-4
15667.84250 ,                    10.92902511 ,1.4E-4
15667.86316 ,                    10.92922533 ,1.2E-4
15667.88382 ,                    10.92929086 ,1.4E-4
15667.90448 ,                    10.92909007 ,1.4E-4
15667.92514 ,                    10.92912382 ,1.3E-4
15667.94581 ,                    10.92904369 ,1.2E-4
15667.96647 ,                    10.92917754 ,1.4E-4
15667.98713 ,                    10.92913704 ,1.3E-4
15668.00779 ,                    10.92906577 ,1.4E-4
15668.02845 ,                    10.92908073 ,1.4E-4
15668.04911 ,                    10.92901809 ,1.4E-4
15668.06977 ,                    10.92913598 ,1.3E-4
15668.09043 ,                    10.92912883 ,1.3E-4
15668.11109 ,                    10.92886859 ,1.3E-4
15668.13175 ,                    10.92910865 ,1.4E-4
15668.15242 ,                    10.92912793 ,1.2E-4
15668.17308 ,                    10.92925775 ,1.3E-4
15668.19374 ,                    10.92919077 ,1.2E-4
15668.21440 ,                    10.92928470 ,1.4E-4
15668.23506 ,                    10.92919765 ,1.3E-4
15668.25572 ,                    10.92919046 ,1.2E-4
15668.27638 ,                    10.92907413 ,1.2E-4
15668.29704 ,                    10.92922732 ,1.2E-4
15668.31770 ,                    10.92908848 ,1.2E-4
15668.33837 ,                    10.92893766 ,1.2E-4
15668.35903 ,                    10.92923344 ,1.4E-4
15668.37969 ,                    10.92930347 ,1.2E-4
15668.40035 ,                    10.92904709 ,1.2E-4
15668.42101 ,                    10.92925554 ,1.4E-4
15668.44167 ,                    10.92910429 ,1.2E-4
15668.46233 ,                    10.92910791 ,1.2E-4
15668.48299 ,                    10.92923699 ,1.2E-4
15668.50365 ,                    10.92920994 ,1.2E-4
15668.52431 ,                    10.92897603 ,1.4E-4
15668.54498 ,                    10.92924875 ,1.4E-4
15668.56564 ,                    10.92903271 ,1.4E-4
15668.58630 ,                    10.92900332 ,1.2E-4
15668.60696 ,                    10.92915848 ,1.3E-4
15668.62762 ,                    10.92897000 ,1.3E-4
15668.64828 ,                    10.92897782 ,1.2E-4
15748.98850 ,                    10.92921049 ,1.2E-4
15973.97405 ,                    10.92899971 ,1.2E-4
16198.95960 ,                    10.92903976 ,1.4E-4
16423.94515 ,                    10.92914531 ,1.2E-4
16648.93070 ,                    10.92899394 ,1.3E-4
16873.91625 ,                    10.92917917 ,1.4E-4
17098.90180 ,                    10.92918356 ,1.2E-4
17323.88735 ,                    10.92908743 ,1.4E-4
17548.87290 ,                    10.92923917 ,1.4E-4
17691.92971 ,                    10.92908138 ,1.3E-4
17691.95521 ,                    10.92898931 ,1.2E-4
17691.98072 ,                    10.92919508 ,1.4E-4
17692.00623 ,                    10.92935475 ,1.2E-4
17692.03173 ,                    10.92913756 ,1.4E-4
17692.05724 ,                    10.92910741 ,1.4E-4
17692.08275 ,                    10.92926959 ,1.4E-4
17692.10825 ,                    10.92910270 ,1.4E-4
17692.13376 ,                    10.92902740 ,1.4E-4
17692.15927 ,                    10.92923994 ,1.2E-4
17692.18477 ,                    10.92910741 ,1.4E-4
17692.21028 ,                    10.92904545 ,1.3E-4
17692.23579 ,                    10.92900254 ,1.4E-4
17692.26129 ,                    10.92921234 ,1.4E-4
17692.28680 ,                    10.92900429 ,1.5E-4
17692.31231 ,                    10.92905034 ,1.4E-4
17692.33781 ,                    10.92927482 ,1.2E-4
17692.36332 ,                    10.92915966 ,1.2E-4
17692.38883 ,                    10.92927867 ,1.4E-4
17692.41433 ,                    10.92896045 ,1.2E-4
17692.43984 ,                    10.92913444 ,1.3E-4
17692.46535 ,                    10.92918965 ,1.3E-4
17692.49085 ,                    10.92911015 ,1.2E-4
17692.51636 ,                    10.92902353 ,1.2E-4
17692.54187 ,                    10.92924148 ,1.3E-4
17692.56737 ,                    10.92905525 ,1.2E-4
17692.59288 ,                    10.92908902 ,1.3E-4
17692.61839 ,                    10.92929343 ,1.3E-4
17692.64389 ,                    10.92910343 ,1.4E-4
17692.66940 ,                    10.92899722 ,1.3E-4
17692.69491 ,                    10.92908966 ,1.4E-4
17692.72041 ,                    10.92907181 ,1.3E-4
17692.74592 ,                    10.92902658 ,1.4E-4
17692.77143 ,                    10.92897447 ,1.4E-4
17692.79693 ,                    10.92898751 ,1.2E-4
17692.82244 ,                    10.92906989 ,1.4E-4
17692.84795 ,                    10.92911268 ,1.4E-4
17692.87345 ,                    10.92913926 ,1.3E-4
17692.89896 ,                    10.92901935 ,1.2E-4
17692.92447 ,                    10.92912958 ,1.4E-4
17692.94997 ,                    10.92900335 ,1.2E-4
17692.97548 ,                    10.92917028 ,1.4E-4
17693.00099 ,                    10.92901092 ,1.4E-4
17693.02649 ,                    10.92910274 ,1.2E-4
17693.05200 ,                    10.92918138 ,1.3E-4
17693.07751 ,                    10.92930297 ,1.3E-4
17693.10301 ,                    10.92944425 ,1.3E-4
17693.12852 ,                    10.92910385 ,1.4E-4
17693.15403 ,                    10.92926101 ,1.4E-4
17693.17954 ,                    10.92923451 ,1.2E-4
17693.20504 ,                    10.92912460 ,1.4E-4
17693.23055 ,                    10.92906474 ,1.2E-4
17693.25606 ,                    10.92889749 ,1.4E-4
17693.28156 ,                    10.92915328 ,1.4E-4
17693.30707 ,                    10.92919961 ,1.4E-4
17693.33258 ,                    10.92910992 ,1.3E-4
17693.35808 ,                    10.92916163 ,1.4E-4
17693.38359 ,                    10.92915208 ,1.2E-4
17693.40910 ,                    10.92905655 ,1.4E-4
17693.43460 ,                    10.92900401 ,1.3E-4
17693.46011 ,                    10.92913936 ,1.4E-4
17693.48562 ,                    10.92907997 ,1.2E-4
17693.51112 ,                    10.92914813 ,1.3E-4
17693.53663 ,                    10.92899681 ,1.2E-4
17693.56214 ,                    10.92924810 ,1.4E-4
17693.58764 ,                    10.92910047 ,1.4E-4
17693.61315 ,                    10.92896182 ,1.3E-4
17693.63866 ,                    10.92918622 ,1.2E-4
17693.66416 ,                    10.92912860 ,1.2E-4
